 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
7150 sequences read into 7150 blocks, (7150 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<1000 scored
Adjacent sequences scored with bonus of 10
141196 pairs collected
144024
 npairs = 144024
pre_order  npairs = 144024
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 1660
pack_lists 6982/7150 blocks moved

New sequence order is:
* Block 0 <=== 320	USER>>AACN010607701.1/895-1033	  139   [+0+] AACN010607701.1/895-1033 Canis familiaris ctg19866851718594, whole genome shotgun sequence.
* Block 3642 <=== 4099	USER>>AAGW02046962.1/135727-135813	   87   [+0+] AAGW02046962.1/135727-135813 Oryctolagus cuniculus cont2.46961, whole genome shotgun sequence.
* Block 3643 <=== 3263	USER>>AAPE02038249.1/129891-129780	  112   [+0+] AAPE02038249.1/129891-129780 Myotis lucifugus cont2.38248, whole genome shotgun sequence.
* Block 3644 <=== 4011	USER>>AEYP01074904.1/35355-35257	   99   [+0+] AEYP01074904.1/35355-35257 Mustela putorius furo contig074904, whole genome shotgun sequence.
* Block 3645 <=== 4012	USER>>AAEX03012143.1/174028-173947	   82   [+0+] AAEX03012143.1/174028-173947 Canis lupus familiaris cont3.12143, whole genome shotgun sequence.
* Block 3646 <=== 3790	USER>>ABRP01123481.1/11666-11567	  100   [+0+] ABRP01123481.1/11666-11567 Pteropus vampyrus cont1.123480, whole genome shotgun sequence.
* Block 3647 <=== 4054	USER>>AFTD01092677.1/44262-44142	  121   [+0+] AFTD01092677.1/44262-44142 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 3648 <=== 4097	USER>>AANN01301797.1/3496-3628	  133   [+0+] AANN01301797.1/3496-3628 Erinaceus europaeus cont1.301796, whole genome shotgun sequence.
* Block 3649 <=== 3785	USER>>AAQR03176725.1/33744-33897	  154   [+0+] AAQR03176725.1/33744-33897 Otolemur garnettii contig176725, whole genome shotgun sequence.
* Block 3650 <=== 4866	USER>>AAGW02046922.1/30133-30040	   94   [+0+] AAGW02046922.1/30133-30040 Oryctolagus cuniculus cont2.46921, whole genome shotgun sequence.
* Block 3651 <=== 3871	USER>>AAEX03016821.1/252718-252824	  107   [+1+] AAEX03016821.1/252718-252824 Canis lupus familiaris cont3.16821, whole genome shotgun sequence.
* Block 3652 <=== 4867	USER>>AAYZ01187215.1/1631-1464	  168   [+0+] AAYZ01187215.1/1631-1464 Ochotona princeps cont2.187214, whole genome shotgun sequence.
* Block 3653 <=== 4889	USER>>AFSB01050617.1/61362-61519	  158   [+0+] AFSB01050617.1/61362-61519 Heterocephalus glaber contig50617, whole genome shotgun sequence.
* Block 3654 <=== 4856	USER>>AALT01365702.1/552-682	  131   [+0+] AALT01365702.1/552-682 Sorex araneus cont1.365701, whole genome shotgun sequence.
* Block 3655 <=== 3645	USER>>DAAA02016248.1/90322-90438	  117   [+1+] DAAA02016248.1/90322-90438 TPA: Bos taurus chromosome 6 7180001729105, whole genome shotgun sequence.
* Block 3656 <=== 2913	USER>>AGCE01037085.1/46969-47071	  103   [+0+] AGCE01037085.1/46969-47071 Saimiri boliviensis boliviensis contig037085, whole genome shotgun sequence.
* Block 3657 <=== 4107	USER>>AAGW02004760.1/11068-10954	  115   [+0+] AAGW02004760.1/11068-10954 Oryctolagus cuniculus cont2.4759, whole genome shotgun sequence.
* Block 3658 <=== 4288	USER>>AGCE01022497.1/22440-22291	  150   [+0+] AGCE01022497.1/22440-22291 Saimiri boliviensis boliviensis contig022497, whole genome shotgun sequence.
* Block 3659 <=== 4827	USER>>AAYZ01429148.1/1735-1627	  109   [+0+] AAYZ01429148.1/1735-1627 Ochotona princeps cont2.429147, whole genome shotgun sequence.
* Block 3660 <=== 4855	USER>>AAWZ02023173.1/5627-5761	  135   [+0+] AAWZ02023173.1/5627-5761 Anolis carolinensis chromosome Tnknown cont2.23172, whole genome shotgun sequence.
* Block 3661 <=== 3872	USER>>DAAA02068058.1/27392-27237	  156   [+1+] DAAA02068058.1/27392-27237 TPA: Bos taurus chromosome X 7180002014604, whole genome shotgun sequence.
* Block 3662 <=== 3873	USER>>AFSB01208999.1/23460-23277	  184   [+0+] AFSB01208999.1/23460-23277 Heterocephalus glaber contig208999, whole genome shotgun sequence.
* Block 3663 <=== 3637	USER>>AAPN01074208.1/459-638	  180   [+0+] AAPN01074208.1/459-638 Ornithorhynchus anatinus Cont72942.2, whole genome shotgun sequence.
* Block 3664 <=== 3638	USER>>AFSB01129068.1/24604-24775	  172   [+0+] AFSB01129068.1/24604-24775 Heterocephalus glaber contig129068, whole genome shotgun sequence.
* Block 3665 <=== 3780	USER>>AFTD01001666.1/2469-2355	  115   [+0+] AFTD01001666.1/2469-2355 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 3666 <=== 3781	USER>>AADB02058271.1/430-289	  142   [+11+] AADB02058271.1/430-289 Homo sapiens chromosome Tn CRA_219000002184830, whole genome shotgun sequence.
* Block 3667 <=== 4765	USER>>ADDF011611307.1/72-1	   72   [+0+] ADDF011611307.1/72-1 Homo sapiens contig1611307, whole genome shotgun sequence.
* Block 3668 <=== 4151	USER>>AEQT010062990.1/1-154	  154   [+0+] AEQT010062990.1/1-154 Python molurus contig26275920, whole genome shotgun sequence.
* Block 3669 <=== 4152	USER>>CAAA01086701.1/483-665	  183   [+4+] CAAA01086701.1/483-665 Mus musculus whole genome shotgun assembly contig 151541
* Block 3670 <=== 4036	USER>>AANN01598139.1/2174-1984	  191   [+0+] AANN01598139.1/2174-1984 Erinaceus europaeus cont1.598138, whole genome shotgun sequence.
* Block 3671 <=== 4484	USER>>ABRT010052450.1/7241-7084	  158   [+0+] ABRT010052450.1/7241-7084 Tarsius syrichta cont1.52449, whole genome shotgun sequence.
* Block 3672 <=== 4485	USER>>AAQR03032165.1/4331-4448	  118   [+0+] AAQR03032165.1/4331-4448 Otolemur garnettii contig032165, whole genome shotgun sequence.
* Block 3673 <--- 2586	USER>>AC094527.7/187571-187468	  104   [+2+] AC094527.7/187571-187468 Rattus norvegicus 5 BAC CH230-4L11 (Children's Hospital Oakland Research Institute) complete sequence.
* Block 3674 <=== 3091	USER>>ACBE01515435.1/1431-1596	  166   [+0+] ACBE01515435.1/1431-1596 Felis catus c522003163.Contig1, whole genome shotgun sequence.
* Block 3675 <=== 2594	USER>>AALT01494803.1/21075-20967	  109   [+0+] AALT01494803.1/21075-20967 Sorex araneus cont1.494802, whole genome shotgun sequence.
* Block 3676 <=== 2593	USER>>ABDC01071168.1/531-620	   90   [+1+] ABDC01071168.1/531-620 Microcebus murinus cont1.71167, whole genome shotgun sequence.
* Block 3677 <=== 2591	USER>>AFSB01085843.1/5188-5329	  142   [+0+] AFSB01085843.1/5188-5329 Heterocephalus glaber contig85843, whole genome shotgun sequence.
* Block 3678 <=== 2592	USER>>AAEX03008432.1/263347-263248	  100   [+1+] AAEX03008432.1/263347-263248 Canis lupus familiaris cont3.8432, whole genome shotgun sequence.
* Block 3679 <--- 2595	USER>>AANG01033164.1/839-724	  116   [+1+] AANG01033164.1/839-724 Felis catus cont1.033163, whole genome shotgun sequence.
* Block 3680 <=== 2709	USER>>AERX01071239.1/3087-2953	  135   [+0+] AERX01071239.1/3087-2953 Oreochromis niloticus contig071239, whole genome shotgun sequence.
* Block 3681 <=== 2619	USER>>AAPE02047971.1/9207-9302	   96   [+0+] AAPE02047971.1/9207-9302 Myotis lucifugus cont2.47970, whole genome shotgun sequence.
* Block 3682 <=== 2624	USER>>AAPE02002440.1/89076-88960	  117   [+0+] AAPE02002440.1/89076-88960 Myotis lucifugus cont2.2439, whole genome shotgun sequence.
* Block 3683 <=== 2708	USER>>ACPB02037220.1/10481-10266	  216   [+0+] ACPB02037220.1/10481-10266 Rhodnius prolixus Contig17891.3, whole genome shotgun sequence.
* Block 3684 <=== 2896	USER>>AAHY01065376.1/17491-17342	  150   [+5+] AAHY01065376.1/17491-17342 Mus musculus strain 129X1/SvJ chromosome 7 CRA_211000022032890, whole genome shotgun sequence.
* Block 3685 <=== 2740	USER>>AAPE02033631.1/9437-9320	  118   [+0+] AAPE02033631.1/9437-9320 Myotis lucifugus cont2.33630, whole genome shotgun sequence.
* Block 3686 <=== 3567	USER>>AGCE01032994.1/16573-16737	  165   [+0+] AGCE01032994.1/16573-16737 Saimiri boliviensis boliviensis contig032994, whole genome shotgun sequence.
* Block 3687 <=== 3566	USER>>ABRT010112047.1/3280-3182	   99   [+0+] ABRT010112047.1/3280-3182 Tarsius syrichta cont1.112046, whole genome shotgun sequence.
* Block 3688 <=== 3510	USER>>AAYZ01285528.1/14086-14229	  144   [+0+] AAYZ01285528.1/14086-14229 Ochotona princeps cont2.285527, whole genome shotgun sequence.
* Block 3689 <=== 2903	USER>>AAWR02029309.1/91898-91689	  210   [+0+] AAWR02029309.1/91898-91689 Equus caballus cont2.29308, whole genome shotgun sequence.
* Block 3690 <=== 3432	USER>>AABR05006495.1/27545-27433	  113   [+1+] AABR05006495.1/27545-27433 Rattus norvegicus strain BN/SsNHsdMCW Contig6493, whole genome shotgun sequence.
* Block 3691 <=== 4001	USER>>ABRT010229861.1/512-662	  151   [+0+] ABRT010229861.1/512-662 Tarsius syrichta cont1.229860, whole genome shotgun sequence.
* Block 3692 <=== 4002	USER>>AAIY01178797.1/1893-2083	  191   [+0+] AAIY01178797.1/1893-2083 Echinops telfairi cont1.178796, whole genome shotgun sequence.
* Block 3693 <=== 2904	USER>>AAQR03127307.1/3457-3620	  164   [+0+] AAQR03127307.1/3457-3620 Otolemur garnettii contig127307, whole genome shotgun sequence.
* Block 3694 <=== 3736	USER>>ABDC01107004.1/2163-1957	  207   [+0+] ABDC01107004.1/2163-1957 Microcebus murinus cont1.107003, whole genome shotgun sequence.
* Block 3695 <=== 3735	USER>>DAAA02009209.1/8769-8611	  159   [+2+] DAAA02009209.1/8769-8611 TPA: Bos taurus chromosome 3 7180002024750, whole genome shotgun sequence.
* Block 3696 <=== 3750	USER>>AAPE02048197.1/1807-1975	  169   [+0+] AAPE02048197.1/1807-1975 Myotis lucifugus cont2.48196, whole genome shotgun sequence.
* Block 3697 <=== 2715	USER>>AAGW02016749.1/20191-20290	  100   [+0+] AAGW02016749.1/20191-20290 Oryctolagus cuniculus cont2.16748, whole genome shotgun sequence.
* Block 3698 <=== 2714	USER>>AAHY01705662.1/367-241	  127   [+0+] AAHY01705662.1/367-241 Mus musculus strain 129X1/SvJ chromosome Tn CRA_211000021777472, whole genome shotgun sequence.
* Block 3699 <=== 3579	USER>>ABRP01280185.1/2595-2416	  180   [+0+] ABRP01280185.1/2595-2416 Pteropus vampyrus cont1.280184, whole genome shotgun sequence.
* Block 3700 <=== 3578	USER>>AAPE02038699.1/12943-13044	  102   [+0+] AAPE02038699.1/12943-13044 Myotis lucifugus cont2.38698, whole genome shotgun sequence.
* Block 3701 <=== 3577	USER>>AAPE02026709.1/17839-17740	  100   [+0+] AAPE02026709.1/17839-17740 Myotis lucifugus cont2.26708, whole genome shotgun sequence.
* Block 3702 <=== 2706	USER>>ABRT010327836.1/507-709	  203   [+0+] ABRT010327836.1/507-709 Tarsius syrichta cont1.327835, whole genome shotgun sequence.
* Block 3703 <=== 3565	USER>>AAGW02079425.1/22791-22906	  116   [+2+] AAGW02079425.1/22791-22906 Oryctolagus cuniculus cont2.79424, whole genome shotgun sequence.
* Block 3704 <=== 3564	USER>>AAPE02021930.1/40498-40353	  146   [+0+] AAPE02021930.1/40498-40353 Myotis lucifugus cont2.21929, whole genome shotgun sequence.
* Block 3705 <=== 3590	USER>>AAGW02060773.1/132996-133106	  111   [+0+] AAGW02060773.1/132996-133106 Oryctolagus cuniculus cont2.60772, whole genome shotgun sequence.
* Block 3706 <=== 2620	USER>>ABDC01140840.1/279-389	  111   [+0+] ABDC01140840.1/279-389 Microcebus murinus cont1.140839, whole genome shotgun sequence.
* Block 3707 <=== 2621	USER>>AAKN02056541.1/14043-14165	  123   [+0+] AAKN02056541.1/14043-14165 Cavia porcellus strain inbred line 2N cont2.56540, whole genome shotgun sequence.
* Block 3708 <=== 3563	USER>>ABGA01158018.1/3111-2985	  127   [+0+] ABGA01158018.1/3111-2985 Pongo abelii chromosome 3 P_pygmaeus2.0.2_Contig105.208, whole genome shotgun sequence.
* Block 3709 <=== 3562	USER>>AGCE01057759.1/3342-3228	  115   [+0+] AGCE01057759.1/3342-3228 Saimiri boliviensis boliviensis contig057759, whole genome shotgun sequence.
* Block 3710 <=== 3185	USER>>AAPE02033385.1/6542-6376	  167   [+0+] AAPE02033385.1/6542-6376 Myotis lucifugus cont2.33384, whole genome shotgun sequence.
* Block 3711 <=== 3186	USER>>AEYP01008275.1/7586-7684	   99   [+0+] AEYP01008275.1/7586-7684 Mustela putorius furo contig008275, whole genome shotgun sequence.
* Block 3712 <=== 3592	USER>>AAKN02021208.1/23397-23602	  206   [+0+] AAKN02021208.1/23397-23602 Cavia porcellus strain inbred line 2N cont2.21207, whole genome shotgun sequence.
* Block 3713 <=== 3591	USER>>ACBE01456869.1/4672-4797	  126   [+1+] ACBE01456869.1/4672-4797 Felis catus c498502106.Contig1, whole genome shotgun sequence.
* Block 3714 <=== 3552	USER>>AAEX03012737.1/27252-27141	  112   [+0+] AAEX03012737.1/27252-27141 Canis lupus familiaris cont3.12737, whole genome shotgun sequence.
* Block 3715 <=== 3553	USER>>AAKN02022987.1/35533-35659	  127   [+0+] AAKN02022987.1/35533-35659 Cavia porcellus strain inbred line 2N cont2.22986, whole genome shotgun sequence.
* Block 3716 <=== 2701	USER>>AAGW02029829.1/26163-26001	  163   [+0+] AAGW02029829.1/26163-26001 Oryctolagus cuniculus cont2.29828, whole genome shotgun sequence.
* Block 3717 <=== 3559	USER>>AEYP01104913.1/31404-31577	  174   [+0+] AEYP01104913.1/31404-31577 Mustela putorius furo contig104913, whole genome shotgun sequence.
* Block 3718 <=== 3554	USER>>AAGW02059769.1/118317-118439	  123   [+0+] AAGW02059769.1/118317-118439 Oryctolagus cuniculus cont2.59768, whole genome shotgun sequence.
* Block 3719 <=== 3546	USER>>AGTP01054571.1/25695-25796	  102   [+0+] AGTP01054571.1/25695-25796 Spermophilus tridecemlineatus contig054571, whole genome shotgun sequence.
* Block 3720 <=== 3545	USER>>AFSB01156623.1/1867-1727	  141   [+0+] AFSB01156623.1/1867-1727 Heterocephalus glaber contig156623, whole genome shotgun sequence.
* Block 3721 <=== 2618	USER>>AAPE02039838.1/28142-28015	  128   [+0+] AAPE02039838.1/28142-28015 Myotis lucifugus cont2.39837, whole genome shotgun sequence.
* Block 3722 <=== 3555	USER>>AEYP01089440.1/19506-19408	   99   [+0+] AEYP01089440.1/19506-19408 Mustela putorius furo contig089440, whole genome shotgun sequence.
* Block 3723 <=== 3556	USER>>AAYZ01369028.1/269-370	  102   [+0+] AAYZ01369028.1/269-370 Ochotona princeps cont2.369027, whole genome shotgun sequence.
* Block 3724 <=== 3557	USER>>AAGW02049809.1/21286-21178	  109   [+0+] AAGW02049809.1/21286-21178 Oryctolagus cuniculus cont2.49808, whole genome shotgun sequence.
* Block 3725 <=== 3558	USER>>AAPE02006385.1/65440-65555	  116   [+0+] AAPE02006385.1/65440-65555 Myotis lucifugus cont2.6384, whole genome shotgun sequence.
* Block 3726 <=== 2702	USER>>AEYP01065848.1/42998-42863	  136   [+0+] AEYP01065848.1/42998-42863 Mustela putorius furo contig065848, whole genome shotgun sequence.
* Block 3727 <=== 3406	USER>>AABR05125046.1/20255-20085	  171   [+1+] AABR05125046.1/20255-20085 Rattus norvegicus strain BN/SsNHsdMCW Contig125007, whole genome shotgun sequence.
* Block 3728 <=== 3745	USER>>AAPE02011833.1/97791-97896	  106   [+0+] AAPE02011833.1/97791-97896 Myotis lucifugus cont2.11832, whole genome shotgun sequence.
* Block 3729 <=== 3746	USER>>AAPE02021925.1/2607-2763	  157   [+0+] AAPE02021925.1/2607-2763 Myotis lucifugus cont2.21924, whole genome shotgun sequence.
* Block 3730 <=== 3576	USER>>AALT01154527.1/895-791	  105   [+0+] AALT01154527.1/895-791 Sorex araneus cont1.154526, whole genome shotgun sequence.
* Block 3731 <=== 3575	USER>>ADFV01013783.1/841-698	  144   [+0+] ADFV01013783.1/841-698 Nomascus leucogenys contig_58782, whole genome shotgun sequence.
* Block 3732 <=== 3589	USER>>ABDC01182137.1/8075-7871	  205   [+0+] ABDC01182137.1/8075-7871 Microcebus murinus cont1.182136, whole genome shotgun sequence.
* Block 3733 <=== 3654	USER>>BAAF04121879.1/519-304	  216   [+0+] BAAF04121879.1/519-304 Oryzias latipes DNA, contig121879 in scaffold2709, strain: Hd-rR.
* Block 3734 <=== 3531	USER>>DAAA02020870.1/1929-1763	  167   [+2+] DAAA02020870.1/1929-1763 TPA: Bos taurus chromosome 7 7180002011069, whole genome shotgun sequence.
* Block 3735 <=== 2736	USER>>AAQR03131579.1/69033-69162	  130   [+0+] AAQR03131579.1/69033-69162 Otolemur garnettii contig131579, whole genome shotgun sequence.
* Block 3736 <=== 4378	USER>>AAGW02059963.1/2263-2412	  150   [+0+] AAGW02059963.1/2263-2412 Oryctolagus cuniculus cont2.59962, whole genome shotgun sequence.
* Block 3737 <=== 3407	USER>>ACBE01576189.1/14445-14329	  117   [+0+] ACBE01576189.1/14445-14329 Felis catus c461001445.Contig1, whole genome shotgun sequence.
* Block 3738 <=== 3748	USER>>AAGW02010464.1/15730-15932	  203   [+0+] AAGW02010464.1/15730-15932 Oryctolagus cuniculus cont2.10463, whole genome shotgun sequence.
* Block 3739 <=== 3747	USER>>AAHX01026014.1/34107-33931	  177   [+1+] AAHX01026014.1/34107-33931 Rattus norvegicus strain BN; Sprague-Dawley chromosome 3 CRA_213000034340744, whole genome shotgun sequence.
* Block 3740 <=== 3701	USER>>ABDC01438271.1/93-206	  114   [+0+] ABDC01438271.1/93-206 Microcebus murinus cont1.438270, whole genome shotgun sequence.
* Block 3741 <=== 3702	USER>>AAPE02013260.1/135907-135760	  148   [+0+] AAPE02013260.1/135907-135760 Myotis lucifugus cont2.13259, whole genome shotgun sequence.
* Block 3742 <=== 3703	USER>>AAPE02017692.1/12845-13022	  178   [+0+] AAPE02017692.1/12845-13022 Myotis lucifugus cont2.17691, whole genome shotgun sequence.
* Block 3743 <=== 3437	USER>>AAWZ02025538.1/5032-5223	  192   [+0+] AAWZ02025538.1/5032-5223 Anolis carolinensis chromosome Tnknown cont2.25537, whole genome shotgun sequence.
* Block 3744 <=== 3438	USER>>AABR05054103.1/29388-29514	  127   [+1+] AABR05054103.1/29388-29514 Rattus norvegicus strain BN/SsNHsdMCW Contig54079, whole genome shotgun sequence.
* Block 3745 <=== 2703	USER>>AAGW02053780.1/71478-71578	  101   [+0+] AAGW02053780.1/71478-71578 Oryctolagus cuniculus cont2.53779, whole genome shotgun sequence.
* Block 3746 <=== 2704	USER>>AAPE02037587.1/110926-110822	  105   [+0+] AAPE02037587.1/110926-110822 Myotis lucifugus cont2.37586, whole genome shotgun sequence.
* Block 3747 <=== 3706	USER>>AAGW02038945.1/111976-111787	  190   [+0+] AAGW02038945.1/111976-111787 Oryctolagus cuniculus cont2.38944, whole genome shotgun sequence.
* Block 3748 <=== 2905	USER>>ABRO01029514.1/2664-2857	  194   [+0+] ABRO01029514.1/2664-2857 Dipodomys ordii cont1.29513, whole genome shotgun sequence.
* Block 3749 <=== 3704	USER>>AAPY01140995.1/1600-1384	  217   [+0+] AAPY01140995.1/1600-1384 Tupaia belangeri cont1.140994, whole genome shotgun sequence.
* Block 3750 <=== 2906	USER>>AAPE02018860.1/110837-110663	  175   [+0+] AAPE02018860.1/110837-110663 Myotis lucifugus cont2.18859, whole genome shotgun sequence.
* Block 3751 <=== 3707	USER>>AAYZ01052567.1/507-701	  195   [+0+] AAYZ01052567.1/507-701 Ochotona princeps cont2.52566, whole genome shotgun sequence.
* Block 3752 <=== 3433	USER>>AAWR02011823.1/31449-31614	  166   [+0+] AAWR02011823.1/31449-31614 Equus caballus cont2.11822, whole genome shotgun sequence.
* Block 3753 <=== 4278	USER>>ACFV01026306.1/1771-1618	  154   [+2+] ACFV01026306.1/1771-1618 Callithrix jacchus Contig24.364, whole genome shotgun sequence.
* Block 3754 <=== 3427	USER>>AADC01108263.1/14397-14550	  154   [+10+] AADC01108263.1/14397-14550 Homo sapiens chromosome 12 CSA:108262 contig 108262 scaffold 27715, whole genome shotgun sequence.
* Block 3755 <=== 3723	USER>>AAPE02008498.1/6711-6812	  102   [+0+] AAPE02008498.1/6711-6812 Myotis lucifugus cont2.8497, whole genome shotgun sequence.
* Block 3756 <=== 3724	USER>>ACBE01037259.1/224-422	  199   [+1+] ACBE01037259.1/224-422 Felis catus c463901004.Contig1, whole genome shotgun sequence.
* Block 3757 <=== 3405	USER>>AEYP01030628.1/3445-3288	  158   [+0+] AEYP01030628.1/3445-3288 Mustela putorius furo contig030628, whole genome shotgun sequence.
* Block 3758 <=== 3424	USER>>AEYP01071864.1/612-751	  140   [+0+] AEYP01071864.1/612-751 Mustela putorius furo contig071864, whole genome shotgun sequence.
* Block 3759 <=== 3423	USER>>ABDC01016520.1/9776-9681	   96   [+0+] ABDC01016520.1/9776-9681 Microcebus murinus cont1.16519, whole genome shotgun sequence.
* Block 3760 <=== 3403	USER>>ACBE01496873.1/694-816	  123   [+1+] ACBE01496873.1/694-816 Felis catus c403101626.Contig1, whole genome shotgun sequence.
* Block 3761 <=== 3422	USER>>AAQR03156389.1/24880-24996	  117   [+0+] AAQR03156389.1/24880-24996 Otolemur garnettii contig156389, whole genome shotgun sequence.
* Block 3762 <=== 3421	USER>>AAPE02010197.1/11666-11777	  112   [+0+] AAPE02010197.1/11666-11777 Myotis lucifugus cont2.10196, whole genome shotgun sequence.
* Block 3763 <=== 3419	USER>>AFSB01149501.1/14860-15086	  227   [+0+] AFSB01149501.1/14860-15086 Heterocephalus glaber contig149501, whole genome shotgun sequence.
* Block 3764 <=== 3420	USER>>AAKN02037905.1/23330-23541	  212   [+0+] AAKN02037905.1/23330-23541 Cavia porcellus strain inbred line 2N cont2.37904, whole genome shotgun sequence.
* Block 3765 <=== 3411	USER>>AAPE02017834.1/12792-12587	  206   [+0+] AAPE02017834.1/12792-12587 Myotis lucifugus cont2.17833, whole genome shotgun sequence.
* Block 3766 <=== 3404	USER>>AABR05051798.1/1287-1085	  203   [+1+] AABR05051798.1/1287-1085 Rattus norvegicus strain BN/SsNHsdMCW Contig51776, whole genome shotgun sequence.
