 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
2985 sequences read into 2985 blocks, (2985 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<100 scored
Adjacent sequences scored with bonus of 10
33436 pairs collected
34752
 npairs = 34752
pre_order  npairs = 34752
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 680
pack_lists 2884/2985 blocks moved

New sequence order is:
* Block 0 <=== 1	USER>SEED:>RF00004	  111   [+0+] 2lkr_A mol na length 111  RNA (111-MER)
* Block 1936 <=== 2191	USER>>AAFR03025931.1/50682-50568	  115   [+0+] AAFR03025931.1/50682-50568 Monodelphis domestica cont3.025930, whole genome shotgun sequence.
* Block 1937 <=== 2100	USER>>AFSB01036760.1/16863-16735	  129   [+0+] AFSB01036760.1/16863-16735 Heterocephalus glaber contig36760, whole genome shotgun sequence.
* Block 1938 <=== 2173	USER>>AAPE02050783.1/4962-5059	   98   [+0+] AAPE02050783.1/4962-5059 Myotis lucifugus cont2.50782, whole genome shotgun sequence.
* Block 1939 <=== 1801	USER>>AANH01013000.1/23057-22960	   98   [+0+] AANH01013000.1/23057-22960 Gasterosteus aculeatus cont1.012999, whole genome shotgun sequence.
* Block 1940 <=== 1951	USER>>AALT01526651.1/23748-23835	   88   [+0+] AALT01526651.1/23748-23835 Sorex araneus cont1.526650, whole genome shotgun sequence.
* Block 1941 <=== 2073	USER>>AADA01304223.1/4140-4027	  114   [+0+] AADA01304223.1/4140-4027 Pan troglodytes ctg_304222, whole genome shotgun sequence.
* Block 1942 <=== 2016	USER>>AACZ03092885.1/63404-63517	  114   [+1+] AACZ03092885.1/63404-63517 Pan troglodytes chromosome 13 Contig137.95, whole genome shotgun sequence.
* Block 1943 <=== 1977	USER>>AAGW02047377.1/5368-5233	  136   [+0+] AAGW02047377.1/5368-5233 Oryctolagus cuniculus cont2.47376, whole genome shotgun sequence.
* Block 1944 <=== 2017	USER>>ABRN01194281.1/1005-1126	  122   [+0+] ABRN01194281.1/1005-1126 Tursiops truncatus cont1.194280, whole genome shotgun sequence.
* Block 1945 <=== 2009	USER>>AANN01214406.1/779-656	  124   [+0+] AANN01214406.1/779-656 Erinaceus europaeus cont1.214405, whole genome shotgun sequence.
* Block 1946 <=== 1947	USER>>ACFV01027340.1/21814-21908	   95   [+0+] ACFV01027340.1/21814-21908 Callithrix jacchus Contig25.679, whole genome shotgun sequence.
* Block 1947 <=== 1961	USER>>ACFV01027340.1/23063-23156	   94   [+0+] ACFV01027340.1/23063-23156 Callithrix jacchus Contig25.679, whole genome shotgun sequence.
* Block 1948 <=== 1935	USER>>AANN01816876.1/4209-4112	   98   [+0+] AANN01816876.1/4209-4112 Erinaceus europaeus cont1.816875, whole genome shotgun sequence.
* Block 1949 <=== 1923	USER>>AALT01059805.1/2012-1924	   89   [+0+] AALT01059805.1/2012-1924 Sorex araneus cont1.059804, whole genome shotgun sequence.
* Block 1950 <=== 1940	USER>>AAGW02079437.1/57175-57065	  111   [+0+] AAGW02079437.1/57175-57065 Oryctolagus cuniculus cont2.79436, whole genome shotgun sequence.
* Block 1951 <=== 1941	USER>>ACZT01052689.1/1355-1224	  132   [+0+] ACZT01052689.1/1355-1224 Hydra magnipapillata strain 105 HYDRAscaffold_36866_Cont52689, whole genome shotgun sequence.
* Block 1952 <=== 2026	USER>>ABRM01218374.1/300-192	  109   [+0+] ABRM01218374.1/300-192 Hydra magnipapillata strain 105 ctg1101284334873, whole genome shotgun sequence.
* Block 1953 <=== 1860	USER>>ABRM01000940.1/27253-27341	   89   [+1+] ABRM01000940.1/27253-27341 Hydra magnipapillata strain 105 ctg1101284820823, whole genome shotgun sequence.
* Block 1954 <=== 1950	USER>>ABRM01231119.1/156-290	  135   [+0+] ABRM01231119.1/156-290 Hydra magnipapillata strain 105 ctg1101284730139, whole genome shotgun sequence.
* Block 1955 <=== 1885	USER>>ACZT01064708.1/648-557	   92   [+3+] ACZT01064708.1/648-557 Hydra magnipapillata strain 105 HYDRAscaffold_35810_Cont64708, whole genome shotgun sequence.
* Block 1956 <=== 1886	USER>>ACZT01112935.1/3844-3736	  109   [+1+] ACZT01112935.1/3844-3736 Hydra magnipapillata strain 105 HYDRAscaffold_27301_Cont112935, whole genome shotgun sequence.
* Block 1957 <=== 1800	USER>>ACZT01018403.1/8533-8425	  109   [+1+] ACZT01018403.1/8533-8425 Hydra magnipapillata strain 105 HYDRAscaffold_38820_Cont18403, whole genome shotgun sequence.
* Block 1958 <=== 1887	USER>>ACZT01056961.1/2963-3083	  121   [+1+] ACZT01056961.1/2963-3083 Hydra magnipapillata strain 105 HYDRAscaffold_36515_Cont56961, whole genome shotgun sequence.
* Block 1959 <--- 1760	USER>>AADD01191990.1/1036-903	  134   [+6+] AADD01191990.1/1036-903 Homo sapiens chromosome X WGSA:191989 contig 191989 scaffold 349, whole genome shotgun sequence.
* Block 1960 <--- 1761	USER>>ADFV01095041.1/2736-2603	  134   [+0+] ADFV01095041.1/2736-2603 Nomascus leucogenys contig_135048, whole genome shotgun sequence.
* Block 1961 <--- 1775	USER>>AAYZ01176177.1/654-761	  108   [+0+] AAYZ01176177.1/654-761 Ochotona princeps cont2.176176, whole genome shotgun sequence.
* Block 1962 <=== 1876	USER>>AGTP01107045.1/73461-73576	  116   [+0+] AGTP01107045.1/73461-73576 Spermophilus tridecemlineatus contig107045, whole genome shotgun sequence.
* Block 1963 <=== 1875	USER>>AANN01699570.1/3922-4011	   90   [+0+] AANN01699570.1/3922-4011 Erinaceus europaeus cont1.699569, whole genome shotgun sequence.
* Block 1964 <=== 1811	USER>>AFSB01008929.1/15793-15699	   95   [+0+] AFSB01008929.1/15793-15699 Heterocephalus glaber contig8929, whole genome shotgun sequence.
* Block 1965 <=== 1884	USER>>ACFV01078103.1/11913-12013	  101   [+0+] ACFV01078103.1/11913-12013 Callithrix jacchus Contig120.293, whole genome shotgun sequence.
* Block 1966 <--- 1819	USER>>CABF01068361.1/1959-1868	   92   [+0+] CABF01068361.1/1959-1868 Schistosoma japonicum isolate Anhui whole genome shotgun sequence assembly, contig SJC_C068398
* Block 1967 <=== 1825	USER>>AAQR03108592.1/1638-1527	  112   [+0+] AAQR03108592.1/1638-1527 Otolemur garnettii contig108592, whole genome shotgun sequence.
* Block 1968 <=== 1832	USER>>AAYZ01225252.1/6697-6603	   95   [+0+] AAYZ01225252.1/6697-6603 Ochotona princeps cont2.225251, whole genome shotgun sequence.
* Block 1969 <=== 1829	USER>>BABO01106349.1/715-612	  104   [+0+] BABO01106349.1/715-612 Oryza sativa Japonica Group DNA, chromosome 2, contig: 42460, cultivar: Koshihikari.
* Block 1970 <=== 1828	USER>>AFSA01228310.1/1451-1343	  109   [+0+] AFSA01228310.1/1451-1343 Lactuca sativa, whole genome shotgun sequence.
* Block 1971 <=== 1877	USER>>AFSA01086903.1/3001-2891	  111   [+0+] AFSA01086903.1/3001-2891 Lactuca sativa, whole genome shotgun sequence.
* Block 1972 <=== 1966	USER>>AFSA01017780.1/6053-5943	  111   [+0+] AFSA01017780.1/6053-5943 Lactuca sativa, whole genome shotgun sequence.
* Block 1973 <=== 2264	USER>>AGCE01095055.1/3962-4055	   94   [+0+] AGCE01095055.1/3962-4055 Saimiri boliviensis boliviensis contig095055, whole genome shotgun sequence.
* Block 1974 <=== 2189	USER>>AFTD01185662.1/115-243	  129   [+0+] AFTD01185662.1/115-243 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 1975 <=== 2190	USER>>AEKP01177103.1/472-570	   99   [+7+] AEKP01177103.1/472-570 Homo sapiens cont1.177102, whole genome shotgun sequence.
* Block 1976 <=== 2263	USER>>AASC02029371.1/454-569	  116   [+0+] AASC02029371.1/454-569 Aplysia californica cont2.29370, whole genome shotgun sequence.
* Block 1977 <=== 2084	USER>>ACTP01004547.1/229252-229122	  131   [+0+] ACTP01004547.1/229252-229122 Glycine max chromosome 8 GLYMAchr_08_Cont4547, whole genome shotgun sequence.
* Block 1978 <=== 1830	USER>>AFSB01217310.1/8380-8500	  121   [+0+] AFSB01217310.1/8380-8500 Heterocephalus glaber contig217310, whole genome shotgun sequence.
* Block 1979 <=== 2181	USER>>AGKD01348170.1/87-1	   87   [+0+] AGKD01348170.1/87-1 Salmo salar Contig_348301, whole genome shotgun sequence.
* Block 1980 <=== 2078	USER>>AAGW02032746.1/22014-21917	   98   [+0+] AAGW02032746.1/22014-21917 Oryctolagus cuniculus cont2.32745, whole genome shotgun sequence.
* Block 1981 <=== 2187	USER>>ACIV010909735.1/188-324	  137   [+0+] ACIV010909735.1/188-324 Ovis aries omc9_68000001.655, whole genome shotgun sequence.
* Block 1982 <=== 2260	USER>>AECO01148908.1/202-111	   92   [+0+] AECO01148908.1/202-111 Zea mays subsp. mays, whole genome shotgun sequence.
* Block 1983 <=== 2104	USER>>AGCE01049220.1/2433-2565	  133   [+0+] AGCE01049220.1/2433-2565 Saimiri boliviensis boliviensis contig049220, whole genome shotgun sequence.
* Block 1984 <=== 2177	USER>>AECO01168927.1/90-207	  118   [+0+] AECO01168927.1/90-207 Zea mays subsp. mays, whole genome shotgun sequence.
* Block 1985 <=== 2175	USER>>AEMK01028576.1/807-917	  111   [+0+] AEMK01028576.1/807-917 Sus scrofa, whole genome shotgun sequence.
* Block 1986 <=== 2176	USER>>AAQR03137290.1/4037-4157	  121   [+0+] AAQR03137290.1/4037-4157 Otolemur garnettii contig137290, whole genome shotgun sequence.
* Block 1987 <=== 2186	USER>>ADFV01071406.1/11604-11489	  116   [+0+] ADFV01071406.1/11604-11489 Nomascus leucogenys contig_111412, whole genome shotgun sequence.
* Block 1988 <=== 2106	USER>>AADD01128884.1/4670-4781	  112   [+2+] AADD01128884.1/4670-4781 Homo sapiens chromosome 12 WGSA:128883 contig 128883 scaffold 207, whole genome shotgun sequence.
* Block 1989 <=== 2081	USER>>DAAB014751624.1/6-117	  112   [+2+] DAAB014751624.1/6-117 TPA: Homo sapiens contig4751624, whole genome shotgun sequence.
* Block 1990 <=== 1976	USER>>AFSB01025776.1/29539-29453	   87   [+0+] AFSB01025776.1/29539-29453 Heterocephalus glaber contig25776, whole genome shotgun sequence.
* Block 1991 <=== 1926	USER>>AEYP01040700.1/17772-17872	  101   [+0+] AEYP01040700.1/17772-17872 Mustela putorius furo contig040700, whole genome shotgun sequence.
* Block 1992 <=== 1989	USER>>AAYZ01636427.1/1034-938	   97   [+1+] AAYZ01636427.1/1034-938 Ochotona princeps cont2.636426, whole genome shotgun sequence.
* Block 1993 <=== 1990	USER>>CAEA01545532.1/377-464	   88   [+0+] CAEA01545532.1/377-464 Gadus morhua WGS project CAEA01000000 data, contig893491
* Block 1994 <=== 2053	USER>>ABRM01086603.1/2104-2239	  136   [+0+] ABRM01086603.1/2104-2239 Hydra magnipapillata strain 105 ctg1101284379410, whole genome shotgun sequence.
* Block 1995 <=== 1973	USER>>AFSB01181214.1/20321-20426	  106   [+0+] AFSB01181214.1/20321-20426 Heterocephalus glaber contig181214, whole genome shotgun sequence.
* Block 1996 <=== 2108	USER>>AAWZ02014976.1/7039-6944	   96   [+0+] AAWZ02014976.1/7039-6944 Anolis carolinensis chromosome LGf cont2.14975, whole genome shotgun sequence.
* Block 1997 <=== 2122	USER>>AFTD01003012.1/5375-5474	  100   [+0+] AFTD01003012.1/5375-5474 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 1998 <=== 2117	USER>>AAGW02010492.1/56702-56591	  112   [+0+] AAGW02010492.1/56702-56591 Oryctolagus cuniculus cont2.10491, whole genome shotgun sequence.
* Block 1999 <=== 2076	USER>>AAWR02022589.1/109253-109131	  123   [+0+] AAWR02022589.1/109253-109131 Equus caballus cont2.22588, whole genome shotgun sequence.
* Block 2000 <=== 2127	USER>>AAEX03000419.1/79057-79191	  135   [+0+] AAEX03000419.1/79057-79191 Canis lupus familiaris cont3.419, whole genome shotgun sequence.
* Block 2001 <=== 2182	USER>>AAQR03002185.1/4947-4839	  109   [+0+] AAQR03002185.1/4947-4839 Otolemur garnettii contig002185, whole genome shotgun sequence.
* Block 2002 <=== 2178	USER>>AAHX01109873.1/9223-9323	  101   [+1+] AAHX01109873.1/9223-9323 Rattus norvegicus strain BN; Sprague-Dawley chromosome X CRA_213000034410541, whole genome shotgun sequence.
* Block 2003 <=== 1970	USER>>AFEY01016958.1/849-752	   98   [+0+] AFEY01016958.1/849-752 Sarcophilus harrisii ctg7180001408063, whole genome shotgun sequence.
* Block 2004 <=== 2033	USER>>AFSB01174273.1/17874-17987	  114   [+0+] AFSB01174273.1/17874-17987 Heterocephalus glaber contig174273, whole genome shotgun sequence.
* Block 2005 <=== 2171	USER>>AAQR03070254.1/2100-2209	  110   [+0+] AAQR03070254.1/2100-2209 Otolemur garnettii contig070254, whole genome shotgun sequence.
* Block 2006 <=== 2077	USER>>DAAA02024275.1/70657-70552	  106   [+2+] DAAA02024275.1/70657-70552 TPA: Bos taurus chromosome 8 7180002029734, whole genome shotgun sequence.
* Block 2007 <=== 2103	USER>>ABVD01355107.1/1060-929	  132   [+0+] ABVD01355107.1/1060-929 Choloepus hoffmanni cont1.355106, whole genome shotgun sequence.
* Block 2008 <=== 2012	USER>>AFTD01064581.1/16692-16582	  111   [+0+] AFTD01064581.1/16692-16582 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 2009 <=== 2098	USER>>BAAF04118332.1/1853-1745	  109   [+0+] BAAF04118332.1/1853-1745 Oryzias latipes DNA, contig118332 in scaffold1997, strain: Hd-rR.
* Block 2010 <=== 2029	USER>>ACBE01567938.1/909-796	  114   [+0+] ACBE01567938.1/909-796 Felis catus c567502745.Contig1, whole genome shotgun sequence.
* Block 2011 <=== 2030	USER>>ACQM01096333.1/5250-5367	  118   [+0+] ACQM01096333.1/5250-5367 Saccoglossus kowalevskii Contig96545, whole genome shotgun sequence.
* Block 2012 <=== 2031	USER>>AEJG01001940.1/69145-69042	  104   [+2+] AEJG01001940.1/69145-69042 Prunus persica DD_scaffold364.contig1, whole genome shotgun sequence.
* Block 2013 <=== 2032	USER>>AALT01198851.1/2953-3063	  111   [+0+] AALT01198851.1/2953-3063 Sorex araneus cont1.198850, whole genome shotgun sequence.
* Block 2014 <=== 2131	USER>>AADA01071187.1/41437-41329	  109   [+1+] AADA01071187.1/41437-41329 Pan troglodytes ctg_71186, whole genome shotgun sequence.
* Block 2015 <=== 2099	USER>>AAYZ01143411.1/406-524	  119   [+0+] AAYZ01143411.1/406-524 Ochotona princeps cont2.143410, whole genome shotgun sequence.
* Block 2016 <=== 2130	USER>>DAAA02054341.1/201898-202001	  104   [+0+] DAAA02054341.1/201898-202001 TPA: Bos taurus chromosome 22 7180001724207, whole genome shotgun sequence.
* Block 2017 <=== 2135	USER>>AAFC03123491.1/58347-58450	  104   [+0+] AAFC03123491.1/58347-58450 Bos taurus Ctg66108, whole genome shotgun sequence.
* Block 2018 <=== 1946	USER>>AANH01014532.1/6866-6963	   98   [+0+] AANH01014532.1/6866-6963 Gasterosteus aculeatus cont1.014531, whole genome shotgun sequence.
* Block 2019 <=== 1849	USER>>AAIY01168956.1/1286-1386	  101   [+0+] AAIY01168956.1/1286-1386 Echinops telfairi cont1.168955, whole genome shotgun sequence.
* Block 2020 <=== 2107	USER>>ACZT01035825.1/7482-7578	   97   [+0+] ACZT01035825.1/7482-7578 Hydra magnipapillata strain 105 HYDRAscaffold_37982_Cont35825, whole genome shotgun sequence.
* Block 2021 <=== 2137	USER>>ABRM01031032.1/2583-2497	   87   [+0+] ABRM01031032.1/2583-2497 Hydra magnipapillata strain 105 ctg1101284854455, whole genome shotgun sequence.
* Block 2022 <=== 2136	USER>>AFTD01124913.1/5630-5527	  104   [+0+] AFTD01124913.1/5630-5527 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 2023 <--- 1831	USER>>AFNB01022338.1/1-101	  101   [+0+] AFNB01022338.1/1-101 Arabidopsis thaliana ecotype C24, whole genome shotgun sequence.
* Block 2024 <--- 1833	USER>>AANN01797467.1/2073-1958	  116   [+0+] AANN01797467.1/2073-1958 Erinaceus europaeus cont1.797466, whole genome shotgun sequence.
* Block 2025 <--- 1836	USER>>AALT01494803.1/21075-20967	  109   [+0+] AALT01494803.1/21075-20967 Sorex araneus cont1.494802, whole genome shotgun sequence.
* Block 2026 <=== 1882	USER>>AALT01249730.1/3266-3139	  128   [+0+] AALT01249730.1/3266-3139 Sorex araneus cont1.249729, whole genome shotgun sequence.
* Block 2027 <=== 1904	USER>>AAYZ01019228.1/17114-17241	  128   [+0+] AAYZ01019228.1/17114-17241 Ochotona princeps cont2.19227, whole genome shotgun sequence.
* Block 2028 <=== 1908	USER>>ACTA01080799.1/53360-53476	  117   [+0+] ACTA01080799.1/53360-53476 Ailuropoda melanoleuca scaffold302_13, whole genome shotgun sequence.
* Block 2029 <=== 1910	USER>>ABRP01076966.1/3397-3282	  116   [+0+] ABRP01076966.1/3397-3282 Pteropus vampyrus cont1.76965, whole genome shotgun sequence.
* Block 2030 <=== 1932	USER>>ADFV01179571.1/6855-6969	  115   [+0+] ADFV01179571.1/6855-6969 Nomascus leucogenys contig_31674, whole genome shotgun sequence.
* Block 2031 <=== 1883	USER>>CAAC02000478.1/39137-39241	  105   [+0+] CAAC02000478.1/39137-39241 Caenorhabditis briggsae AF16 contig cb25.fpc1417, from assembly cb3, whole genome shotgun sequence.
* Block 2032 <=== 1988	USER>>AAYZ01236432.1/2154-2278	  125   [+0+] AAYZ01236432.1/2154-2278 Ochotona princeps cont2.236431, whole genome shotgun sequence.
* Block 2033 <=== 2203	USER>>CAEC01073199.1/960-827	  134   [+0+] CAEC01073199.1/960-827 Macaca fascicularis, whole genome shotgun sequence, contig chr12_09885
* Block 2034 <=== 2225	USER>>AEHL01118616.1/609-476	  134   [+0+] AEHL01118616.1/609-476 Macaca fascicularis contig118616, whole genome shotgun sequence.
* Block 2035 <=== 2215	USER>>AEHK01039433.1/520-387	  134   [+0+] AEHK01039433.1/520-387 Macaca mulatta contig39433, whole genome shotgun sequence.
* Block 2036 <=== 2158	USER>>AFSB01035704.1/18113-18003	  111   [+0+] AFSB01035704.1/18113-18003 Heterocephalus glaber contig35704, whole genome shotgun sequence.
* Block 2037 <=== 2147	USER>>ABRN01421687.1/6794-6685	  110   [+0+] ABRN01421687.1/6794-6685 Tursiops truncatus cont1.421686, whole genome shotgun sequence.
* Block 2038 <=== 2148	USER>>AAGW02024409.1/30325-30232	   94   [+0+] AAGW02024409.1/30325-30232 Oryctolagus cuniculus cont2.24408, whole genome shotgun sequence.
* Block 2039 <=== 2149	USER>>AAFR03054208.1/109909-109773	  137   [+0+] AAFR03054208.1/109909-109773 Monodelphis domestica cont3.054207, whole genome shotgun sequence.
* Block 2040 <=== 2113	USER>>AFSB01041600.1/8505-8385	  121   [+0+] AFSB01041600.1/8505-8385 Heterocephalus glaber contig41600, whole genome shotgun sequence.
* Block 2041 <=== 2112	USER>>AAGW02046962.1/135727-135813	   87   [+0+] AAGW02046962.1/135727-135813 Oryctolagus cuniculus cont2.46961, whole genome shotgun sequence.
* Block 2042 <=== 2111	USER>>AFEY01060880.1/3311-3182	  130   [+0+] AFEY01060880.1/3311-3182 Sarcophilus harrisii ctg7180001493528, whole genome shotgun sequence.
* Block 2043 <=== 1945	USER>>AANH01013000.1/368-465	   98   [+2+] AANH01013000.1/368-465 Gasterosteus aculeatus cont1.012999, whole genome shotgun sequence.
* Block 2044 <=== 1996	USER>>ABRT010415214.1/1710-1581	  130   [+0+] ABRT010415214.1/1710-1581 Tarsius syrichta cont1.415213, whole genome shotgun sequence.
* Block 2045 <=== 1892	USER>>AALT01600155.1/3387-3290	   98   [+0+] AALT01600155.1/3387-3290 Sorex araneus cont1.600154, whole genome shotgun sequence.
* Block 2046 <=== 1891	USER>>AAWR02010366.1/8322-8412	   91   [+0+] AAWR02010366.1/8322-8412 Equus caballus cont2.10365, whole genome shotgun sequence.
* Block 2047 <=== 1890	USER>>AAHX01103328.1/11310-11195	  116   [+1+] AAHX01103328.1/11310-11195 Rattus norvegicus strain BN; Sprague-Dawley chromosome Tn CRA_213000034380434, whole genome shotgun sequence.
* Block 2048 <=== 1999	USER>>AFSB01143877.1/3392-3515	  124   [+0+] AFSB01143877.1/3392-3515 Heterocephalus glaber contig143877, whole genome shotgun sequence.
* Block 2049 <=== 1954	USER>>AAEX03026139.1/175374-175280	   95   [+0+] AAEX03026139.1/175374-175280 Canis lupus familiaris cont3.26139, whole genome shotgun sequence.
* Block 2050 <=== 1955	USER>>AAYZ01379438.1/8004-8103	  100   [+0+] AAYZ01379438.1/8004-8103 Ochotona princeps cont2.379437, whole genome shotgun sequence.
* Block 2051 <=== 1992	USER>>AFSB01072760.1/2908-2771	  138   [+0+] AFSB01072760.1/2908-2771 Heterocephalus glaber contig72760, whole genome shotgun sequence.
* Block 2052 <=== 2216	USER>>ACBE01129251.1/469-595	  127   [+0+] ACBE01129251.1/469-595 Felis catus c526603487.Contig1, whole genome shotgun sequence.
* Block 2053 <=== 1984	USER>>AANG01623203.1/1594-1697	  104   [+1+] AANG01623203.1/1594-1697 Felis catus cont1.623202, whole genome shotgun sequence.
* Block 2054 <=== 2092	USER>>AAYZ01315336.1/903-1016	  114   [+0+] AAYZ01315336.1/903-1016 Ochotona princeps cont2.315335, whole genome shotgun sequence.
* Block 2055 <=== 2091	USER>>AANG01598141.1/155-67	   89   [+0+] AANG01598141.1/155-67 Felis catus cont1.598140, whole genome shotgun sequence.
* Block 2056 <=== 2060	USER>>AAEX03004097.1/37210-37347	  138   [+0+] AAEX03004097.1/37210-37347 Canis lupus familiaris cont3.4097, whole genome shotgun sequence.
* Block 2057 <=== 2118	USER>>AALT01376999.1/494-380	  115   [+0+] AALT01376999.1/494-380 Sorex araneus cont1.376998, whole genome shotgun sequence.
* Block 2058 <=== 2119	USER>>AGCE01033274.1/1063-932	  132   [+0+] AGCE01033274.1/1063-932 Saimiri boliviensis boliviensis contig033274, whole genome shotgun sequence.
* Block 2059 <=== 2120	USER>>AFSB01181368.1/3907-3791	  117   [+0+] AFSB01181368.1/3907-3791 Heterocephalus glaber contig181368, whole genome shotgun sequence.
* Block 2060 <=== 2090	USER>>AAIY01601150.1/240-346	  107   [+0+] AAIY01601150.1/240-346 Echinops telfairi cont1.601151, whole genome shotgun sequence.
* Block 2061 <=== 2089	USER>>AGTP01083319.1/6575-6701	  127   [+0+] AGTP01083319.1/6575-6701 Spermophilus tridecemlineatus contig083319, whole genome shotgun sequence.
